,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
609,512,Simisage,5,Normal,Grass,,1.1,30.5,498,75,98,63,101,75.0,70.0,174.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
610,513,Pansear,5,Normal,Fire,,0.6,11.0,316,50,53,48,64,190.0,70.0,63.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
611,514,Simisear,5,Normal,Fire,,1.0,28.0,498,75,98,63,101,75.0,70.0,174.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
612,515,Panpour,5,Normal,Water,,0.6,13.5,316,50,53,48,64,190.0,70.0,63.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
613,516,Simipour,5,Normal,Water,,1.0,29.0,498,75,98,63,101,75.0,70.0,174.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
614,517,Munna,5,Normal,Psychic,,0.6,23.3,292,76,25,45,24,190.0,70.0,58.0,Fast,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
615,518,Musharna,5,Normal,Psychic,,1.1,60.5,487,116,55,85,29,75.0,70.0,170.0,Fast,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
616,519,Pidove,5,Normal,Normal,Flying,0.3,2.1,264,50,55,50,43,255.0,70.0,53.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
617,520,Tranquill,5,Normal,Normal,Flying,0.6,15.0,358,62,77,62,65,120.0,70.0,125.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
618,521,Unfezant,5,Normal,Normal,Flying,1.2,29.0,488,80,115,80,93,45.0,70.0,220.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
619,522,Blitzle,5,Normal,Electric,,0.8,29.8,295,45,60,32,76,190.0,70.0,59.0,Medium Fast,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
620,523,Zebstrika,5,Normal,Electric,,1.6,79.5,497,75,100,63,116,75.0,70.0,174.0,Medium Fast,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
621,524,Roggenrola,5,Normal,Rock,,0.4,18.0,280,55,75,85,15,255.0,70.0,56.0,Medium Slow,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
622,525,Boldore,5,Normal,Rock,,0.9,102.0,390,70,105,105,20,120.0,70.0,137.0,Medium Slow,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
623,526,Gigalith,5,Normal,Rock,,1.7,260.0,515,85,135,130,25,45.0,70.0,232.0,Medium Slow,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
624,527,Woobat,5,Normal,Psychic,Flying,0.4,2.1,323,65,45,43,72,190.0,70.0,65.0,Medium Fast,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
625,528,Swoobat,5,Normal,Psychic,Flying,0.9,10.5,425,67,57,55,114,45.0,70.0,149.0,Medium Fast,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
626,529,Drilbur,5,Normal,Ground,,0.3,8.5,328,60,85,40,68,120.0,70.0,66.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
627,530,Excadrill,5,Normal,Ground,Steel,0.7,40.4,508,110,135,60,88,60.0,70.0,178.0,Medium Fast,20.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
628,531,Audino,5,Normal,Normal,,1.1,31.0,445,103,60,86,50,255.0,70.0,390.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
630,532,Timburr,5,Normal,Fighting,,0.6,12.5,305,75,80,55,35,180.0,70.0,61.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
631,533,Gurdurr,5,Normal,Fighting,,1.2,40.0,405,85,105,85,40,90.0,70.0,142.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
632,534,Conkeldurr,5,Normal,Fighting,,1.4,87.0,505,105,140,95,45,45.0,70.0,227.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
633,535,Tympole,5,Normal,Water,,0.5,4.5,294,50,50,40,64,255.0,70.0,59.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
634,536,Palpitoad,5,Normal,Water,Ground,0.8,17.0,384,75,65,55,69,120.0,70.0,134.0,Medium Slow,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
635,537,Seismitoad,5,Normal,Water,Ground,1.5,62.0,509,105,95,75,74,45.0,70.0,229.0,Medium Slow,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
636,538,Throh,5,Normal,Fighting,,1.3,55.5,465,120,100,85,45,45.0,70.0,163.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
637,539,Sawk,5,Normal,Fighting,,1.4,51.0,465,75,125,75,85,45.0,70.0,163.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
638,540,Sewaddle,5,Normal,Bug,Grass,0.3,2.5,310,45,53,70,42,255.0,70.0,62.0,Medium Slow,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
639,541,Swadloon,5,Normal,Bug,Grass,0.5,7.3,380,55,63,90,42,120.0,70.0,133.0,Medium Slow,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
640,542,Leavanny,5,Normal,Bug,Grass,1.2,20.5,500,75,103,80,92,45.0,70.0,225.0,Medium Slow,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
641,543,Venipede,5,Normal,Bug,Poison,0.4,5.3,260,30,45,59,57,255.0,70.0,52.0,Medium Slow,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
642,544,Whirlipede,5,Normal,Bug,Poison,1.2,58.5,360,40,55,99,47,120.0,70.0,126.0,Medium Slow,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
643,545,Scolipede,5,Normal,Bug,Poison,2.5,200.5,485,60,100,89,112,45.0,70.0,218.0,Medium Slow,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
644,546,Cottonee,5,Normal,Grass,Fairy,0.3,0.6,280,40,27,60,66,190.0,70.0,56.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
645,547,Whimsicott,5,Normal,Grass,Fairy,0.7,6.6,480,60,67,85,116,75.0,70.0,168.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
646,548,Petilil,5,Normal,Grass,,0.5,6.6,280,45,35,50,30,190.0,70.0,56.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
647,549,Lilligant,5,Normal,Grass,,1.1,16.3,480,70,60,75,90,75.0,70.0,168.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
648,550,Basculin Red-Striped Form,5,Normal,Water,,1.0,18.0,460,70,92,65,98,25.0,70.0,161.0,Medium Fast,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
650,551,Sandile,5,Normal,Ground,Dark,0.7,15.2,292,50,72,35,65,180.0,70.0,58.0,Medium Slow,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
651,552,Krokorok,5,Normal,Ground,Dark,1.0,33.4,351,60,82,45,74,90.0,70.0,123.0,Medium Slow,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
652,553,Krookodile,5,Normal,Ground,Dark,1.5,96.3,519,95,117,80,92,45.0,70.0,234.0,Medium Slow,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
653,554,Darumaka,5,Normal,Fire,,0.6,37.5,315,70,90,45,50,120.0,70.0,63.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
655,555,Darmanitan Standard Mode,5,Normal,Fire,,1.3,92.9,480,105,140,55,95,60.0,70.0,168.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
659,556,Maractus,5,Normal,Grass,,1.0,28.0,461,75,86,67,60,255.0,70.0,161.0,Medium Fast,20.0,1.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
660,557,Dwebble,5,Normal,Bug,Rock,0.3,14.5,325,50,65,85,55,190.0,70.0,65.0,Medium Fast,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
661,558,Crustle,5,Normal,Bug,Rock,1.4,200.0,485,70,105,125,45,75.0,70.0,170.0,Medium Fast,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
662,559,Scraggy,5,Normal,Dark,Fighting,0.6,11.8,348,50,75,70,48,180.0,35.0,70.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
663,560,Scrafty,5,Normal,Dark,Fighting,1.1,30.0,488,65,90,115,58,90.0,70.0,171.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
664,561,Sigilyph,5,Normal,Psychic,Flying,1.4,14.0,490,72,58,80,97,45.0,70.0,172.0,Medium Fast,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
665,562,Yamask,5,Normal,Ghost,,0.5,1.5,303,38,30,85,30,190.0,70.0,61.0,Medium Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
667,563,Cofagrigus,5,Normal,Ghost,,1.7,76.5,483,58,50,145,30,90.0,70.0,169.0,Medium Fast,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
668,564,Tirtouga,5,Normal,Water,Rock,0.7,16.5,355,54,78,103,22,45.0,70.0,71.0,Medium Fast,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
669,565,Carracosta,5,Normal,Water,Rock,1.2,81.0,495,74,108,133,32,45.0,70.0,173.0,Medium Fast,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
670,566,Archen,5,Normal,Rock,Flying,0.5,9.5,401,55,112,45,70,45.0,70.0,71.0,Medium Fast,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
671,567,Archeops,5,Normal,Rock,Flying,1.4,32.0,567,75,140,65,110,45.0,70.0,177.0,Medium Fast,30.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
672,568,Trubbish,5,Normal,Poison,,0.6,31.0,329,50,50,62,65,190.0,70.0,66.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
673,569,Garbodor,5,Normal,Poison,,1.9,107.3,474,80,95,82,75,60.0,70.0,166.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
674,570,Zorua,5,Normal,Dark,,0.7,12.5,330,40,65,40,65,75.0,70.0,66.0,Medium Slow,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
675,571,Zoroark,5,Normal,Dark,,1.6,81.1,510,60,105,60,105,45.0,70.0,179.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
676,572,Minccino,5,Normal,Normal,,0.4,5.8,300,55,50,40,75,255.0,70.0,60.0,Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
677,573,Cinccino,5,Normal,Normal,,0.5,7.5,470,75,95,60,115,60.0,70.0,165.0,Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
678,574,Gothita,5,Normal,Psychic,,0.4,5.8,290,45,30,50,45,200.0,70.0,58.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
679,575,Gothorita,5,Normal,Psychic,,0.7,18.0,390,60,45,70,55,100.0,70.0,137.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
680,576,Gothitelle,5,Normal,Psychic,,1.5,44.0,490,70,55,95,65,50.0,70.0,221.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
681,577,Solosis,5,Normal,Psychic,,0.3,1.0,290,45,30,40,20,200.0,70.0,58.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
682,578,Duosion,5,Normal,Psychic,,0.6,8.0,370,65,40,50,30,100.0,70.0,130.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
683,579,Reuniclus,5,Normal,Psychic,,1.0,20.1,490,110,65,75,30,50.0,70.0,221.0,Medium Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
684,580,Ducklett,5,Normal,Water,Flying,0.5,5.5,305,62,44,50,55,190.0,70.0,61.0,Medium Fast,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
685,581,Swanna,5,Normal,Water,Flying,1.3,24.2,473,75,87,63,98,45.0,70.0,166.0,Medium Fast,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
686,582,Vanillite,5,Normal,Ice,,0.4,5.7,305,36,50,50,44,255.0,70.0,61.0,Slow,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
687,583,Vanillish,5,Normal,Ice,,1.1,41.0,395,51,65,65,59,120.0,70.0,138.0,Slow,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
688,584,Vanilluxe,5,Normal,Ice,,1.3,57.5,535,71,95,85,79,45.0,70.0,241.0,Slow,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
689,585,Deerling,5,Normal,Normal,Grass,0.6,19.5,335,60,60,50,75,190.0,70.0,67.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
690,586,Sawsbuck,5,Normal,Normal,Grass,1.9,92.5,475,80,100,70,95,75.0,70.0,166.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
691,587,Emolga,5,Normal,Electric,Flying,0.4,5.0,428,55,75,60,103,200.0,70.0,150.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
692,588,Karrablast,5,Normal,Bug,,0.5,5.9,315,50,75,45,60,200.0,70.0,63.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
693,589,Escavalier,5,Normal,Bug,Steel,1.0,33.0,495,70,135,105,20,75.0,70.0,173.0,Medium Fast,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
694,590,Foongus,5,Normal,Grass,Poison,0.2,1.0,294,69,55,45,15,190.0,70.0,59.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
695,591,Amoonguss,5,Normal,Grass,Poison,0.6,10.5,464,114,85,70,30,75.0,70.0,162.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
696,592,Frillish,5,Normal,Water,Ghost,1.2,33.0,335,55,40,50,40,190.0,70.0,67.0,Medium Fast,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
697,593,Jellicent,5,Normal,Water,Ghost,2.2,135.0,480,100,60,70,60,60.0,70.0,168.0,Medium Fast,20.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
698,594,Alomomola,5,Normal,Water,,1.2,31.6,470,165,75,80,65,75.0,70.0,165.0,Fast,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
699,595,Joltik,5,Normal,Bug,Electric,0.1,0.6,319,50,47,50,65,190.0,70.0,64.0,Medium Fast,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
700,596,Galvantula,5,Normal,Bug,Electric,0.8,14.3,472,70,77,60,108,75.0,70.0,165.0,Medium Fast,20.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
701,597,Ferroseed,5,Normal,Grass,Steel,0.6,18.8,305,44,50,91,10,255.0,70.0,61.0,Medium Fast,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
702,598,Ferrothorn,5,Normal,Grass,Steel,1.0,110.0,489,74,94,131,20,90.0,70.0,171.0,Medium Fast,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
703,599,Klink,5,Normal,Steel,,0.3,21.0,300,40,55,70,30,130.0,70.0,60.0,Medium Slow,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
704,600,Klang,5,Normal,Steel,,0.6,51.0,440,60,80,95,50,60.0,70.0,154.0,Medium Slow,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
705,601,Klinklang,5,Normal,Steel,,0.6,81.0,520,60,100,115,90,30.0,70.0,234.0,Medium Slow,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
706,602,Tynamo,5,Normal,Electric,,0.2,0.3,275,35,55,40,60,190.0,70.0,55.0,Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
707,603,Eelektrik,5,Normal,Electric,,1.2,22.0,405,65,85,70,40,60.0,70.0,142.0,Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
708,604,Eelektross,5,Normal,Electric,,2.1,80.5,515,85,115,80,50,30.0,70.0,232.0,Slow,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
709,605,Elgyem,5,Normal,Psychic,,0.5,9.0,335,55,55,55,30,255.0,70.0,67.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
710,606,Beheeyem,5,Normal,Psychic,,1.0,34.5,485,75,75,75,40,90.0,70.0,170.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
711,607,Litwick,5,Normal,Ghost,Fire,0.3,3.1,275,50,30,55,20,190.0,70.0,55.0,Medium Slow,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
712,608,Lampent,5,Normal,Ghost,Fire,0.6,13.0,370,60,40,60,55,90.0,70.0,130.0,Medium Slow,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
713,609,Chandelure,5,Normal,Ghost,Fire,1.0,34.3,520,60,55,90,80,45.0,70.0,234.0,Medium Slow,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
714,610,Axew,5,Normal,Dragon,,0.6,18.0,320,46,87,60,57,75.0,35.0,64.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
715,611,Fraxure,5,Normal,Dragon,,1.0,36.0,410,66,117,70,67,60.0,35.0,144.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
716,612,Haxorus,5,Normal,Dragon,,1.8,105.5,540,76,147,90,97,45.0,35.0,243.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
717,613,Cubchoo,5,Normal,Ice,,0.5,8.5,305,55,70,40,40,120.0,70.0,61.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
